iso3,weapon,outcome,lag,rho
CIV,NAVAL,part_n_minor,1,0.06453695977631609
CIV,NAVAL,part_n_minor,2,-0.4122922021988439
CIV,NAVAL,part_n_minor,3,0.20553727820244028
CIV,NAVAL,part_n_minor,4,0.1756187835373742
CIV,NAVAL,part_n_minor,5,-0.08961000566619771
CMR,NAVAL,part_n_minor,0,-0.16207644816705513
CMR,NAVAL,part_n_minor,1,0.48384103210227164
CMR,NAVAL,part_n_minor,2,-0.18397061114284663
CMR,NAVAL,part_n_minor,3,0.052514398960967296
CMR,NAVAL,part_n_minor,4,0.20044516886517563
CMR,NAVAL,part_n_minor,5,-0.34098125787282824
COL,NAVAL,part_n_minor,0,-0.517559551911136
COL,NAVAL,part_n_minor,1,0.42181670121171955
COL,NAVAL,part_n_minor,2,-0.16235742083423177
COL,NAVAL,part_n_minor,3,-0.22603139316142276
COL,NAVAL,part_n_minor,4,0.390281429656987
COL,NAVAL,part_n_minor,5,-0.32972648794753107
DEU,NAVAL,part_n_minor,0,0.021773765941680994
DEU,NAVAL,part_n_minor,1,0.14726468427301947
DEU,NAVAL,part_n_minor,2,-0.05221563936000938
DEU,NAVAL,part_n_minor,3,-0.026843642703999405
DEU,NAVAL,part_n_minor,4,-0.08808849952840765
DEU,NAVAL,part_n_minor,5,0.06313561983771948
DJI,NAVAL,part_n_minor,0,-0.12433483152346415
DJI,NAVAL,part_n_minor,1,0.026453138264603344
DJI,NAVAL,part_n_minor,2,0.019595521042230394
DJI,NAVAL,part_n_minor,3,0.2511862638831507
DJI,NAVAL,part_n_minor,4,-0.5837486795818504
DJI,NAVAL,part_n_minor,5,0.07293282252371967
DNK,NAVAL,part_n_minor,0,-0.392174350046147
DNK,NAVAL,part_n_minor,1,0.12498756874679536
DNK,NAVAL,part_n_minor,2,0.12622307807603658
DNK,NAVAL,part_n_minor,3,-0.026380971527172704
DNK,NAVAL,part_n_minor,4,0.1311934203475782
DNK,NAVAL,part_n_minor,5,-0.28170444222162117
DOM,NAVAL,part_n_minor,0,0.37550370100090336
DOM,NAVAL,part_n_minor,1,0.22440968276668416
DOM,NAVAL,part_n_minor,2,-0.5020367835014434
DOM,NAVAL,part_n_minor,3,0.45452485598003917
DOM,NAVAL,part_n_minor,4,-0.24133077486751175
DOM,NAVAL,part_n_minor,5,-3.094953331868057e-35
DZA,NAVAL,part_n_minor,0,0.02269368326984143
DZA,NAVAL,part_n_minor,1,-0.0647661424276649
DZA,NAVAL,part_n_minor,2,0.38622928985776533
DZA,NAVAL,part_n_minor,3,-0.24949045102922712
DZA,NAVAL,part_n_minor,4,0.13098353556317283
DZA,NAVAL,part_n_minor,5,-0.24654894495379945
ECU,NAVAL,part_n_minor,0,0.17779646310114783
ECU,NAVAL,part_n_minor,1,-0.19267436087621084
ECU,NAVAL,part_n_minor,2,0.14481325020757135
ECU,NAVAL,part_n_minor,3,-0.17348366801084036
ECU,NAVAL,part_n_minor,4,0.21218962018398643
ECU,NAVAL,part_n_minor,5,0.056371788832008864
EGY,NAVAL,part_n_minor,0,0.33810743611001787
EGY,NAVAL,part_n_minor,1,-0.02329798377897346
EGY,NAVAL,part_n_minor,2,0.04773354314102442
EGY,NAVAL,part_n_minor,3,-0.06491746426928519
EGY,NAVAL,part_n_minor,4,0.08921002404474296
EGY,NAVAL,part_n_minor,5,-0.28421902717348535
ERI,NAVAL,part_n_minor,0,0.2788334866894672
ERI,NAVAL,part_n_minor,1,-0.2788334866894673
ERI,NAVAL,part_n_minor,2,0.27883348668946734
ERI,NAVAL,part_n_minor,3,-0.28851281419106856
ERI,NAVAL,part_n_minor,4,0.29819214169266983
ERI,NAVAL,part_n_minor,5,-0.43760888503740347
ESP,NAVAL,part_n_minor,0,-0.15109370094125557
ESP,NAVAL,part_n_minor,1,0.16055470215662296
ESP,NAVAL,part_n_minor,2,-0.12944554546736697
ESP,NAVAL,part_n_minor,3,-0.06585402552944206
ESP,NAVAL,part_n_minor,4,-0.015335951155724404
ESP,NAVAL,part_n_minor,5,0.20415826740188736
EST,NAVAL,part_n_minor,0,0.03796621545919783
EST,NAVAL,part_n_minor,1,-0.03796621545919782
EST,NAVAL,part_n_minor,2,0.03796621545919782
EST,NAVAL,part_n_minor,3,-0.3397643761336764
EST,NAVAL,part_n_minor,4,0.0914765907301551
EST,NAVAL,part_n_minor,5,0.0167317269712872
ETH,NAVAL,part_n_minor,0,0.3169845483520641
ETH,NAVAL,part_n_minor,1,-0.09988496194319506
ETH,NAVAL,part_n_minor,2,-0.17266859872353302
ETH,NAVAL,part_n_minor,3,0.21921080411033503
ETH,NAVAL,part_n_minor,4,-0.27677071249600965
ETH,NAVAL,part_n_minor,5,0.5650602599500469
FIN,NAVAL,part_n_minor,0,-0.16799088177767227
FIN,NAVAL,part_n_minor,1,0.3625649349065512
FIN,NAVAL,part_n_minor,2,-0.13181142665130616
FIN,NAVAL,part_n_minor,3,0.07570404149938163
FIN,NAVAL,part_n_minor,4,0.017630580504611134
FIN,NAVAL,part_n_minor,5,-0.06943821157852897
FRA,NAVAL,part_n_minor,0,-0.22255286097255614
FRA,NAVAL,part_n_minor,1,0.13026302223052302
FRA,NAVAL,part_n_minor,2,-0.21814838853421106
FRA,NAVAL,part_n_minor,3,0.2579862377988314
FRA,NAVAL,part_n_minor,4,-0.2847058007408954
FRA,NAVAL,part_n_minor,5,0.2543109955314576
GAB,NAVAL,part_n_minor,0,0.0
GAB,NAVAL,part_n_minor,1,0.0
GAB,NAVAL,part_n_minor,2,0.0
GAB,NAVAL,part_n_minor,3,0.0
GAB,NAVAL,part_n_minor,4,0.0
GAB,NAVAL,part_n_minor,5,0.0
GBR,NAVAL,part_n_minor,0,0.21443383130287771
GBR,NAVAL,part_n_minor,1,-0.10319500646305024
GBR,NAVAL,part_n_minor,2,0.2935717548375912
GBR,NAVAL,part_n_minor,3,-0.39153701190684503
GBR,NAVAL,part_n_minor,4,0.3523467684952691
GBR,NAVAL,part_n_minor,5,-0.1417908013535882
GEO,NAVAL,part_n_minor,0,0.1772705760652946
GEO,NAVAL,part_n_minor,1,-0.08922797726276509
GEO,NAVAL,part_n_minor,2,-0.09627349198984807
GEO,NAVAL,part_n_minor,3,0.10224474600195617
GEO,NAVAL,part_n_minor,4,-0.07672545005155923
GEO,NAVAL,part_n_minor,5,-0.08926422329796416
GHA,NAVAL,part_n_minor,0,-0.5235694087548008
GHA,NAVAL,part_n_minor,1,0.1796995719376988
GHA,NAVAL,part_n_minor,2,0.20045317450323785
GHA,NAVAL,part_n_minor,3,-0.014988434667836883
GHA,NAVAL,part_n_minor,4,-0.01594140041453236
GHA,NAVAL,part_n_minor,5,-0.16289357534793839
GIN,NAVAL,part_n_minor,0,0.007338254908584924
GIN,NAVAL,part_n_minor,1,-0.249399443198851
GIN,NAVAL,part_n_minor,2,1.2999602333698457e-18
GIN,NAVAL,part_n_minor,3,-1.9963055219661307e-18
GIN,NAVAL,part_n_minor,4,-4.943291685677848e-19
GIN,NAVAL,part_n_minor,5,0.26587928450339243
GMB,NAVAL,part_n_minor,0,0.005008287061243451
GMB,NAVAL,part_n_minor,1,0.0051564497029856085
GMB,NAVAL,part_n_minor,2,0.005313645963200056
GMB,NAVAL,part_n_minor,3,0.005480728006581193
GMB,NAVAL,part_n_minor,4,0.005658658660548205
GMB,NAVAL,part_n_minor,5,-0.4457892596376808
GNB,NAVAL,part_n_minor,0,0.0
GNB,NAVAL,part_n_minor,1,0.0
GNB,NAVAL,part_n_minor,2,0.0
GNB,NAVAL,part_n_minor,3,0.0
GNB,NAVAL,part_n_minor,4,-0.10957170690780102
GNB,NAVAL,part_n_minor,5,0.10957170690780105
GRC,NAVAL,part_n_minor,0,-0.2656744314277452
GRC,NAVAL,part_n_minor,1,0.1340804216746915
GRC,NAVAL,part_n_minor,2,-0.07870483507881487
GRC,NAVAL,part_n_minor,3,-0.010633824340059822
GRC,NAVAL,part_n_minor,4,-0.08575572962379518
GRC,NAVAL,part_n_minor,5,-0.10462133617599385
GTM,NAVAL,part_n_minor,0,0.2254352426906234
GTM,NAVAL,part_n_minor,1,-0.24235969538963129
GTM,NAVAL,part_n_minor,2,3.792025517438668e-20
GTM,NAVAL,part_n_minor,3,4.931790713911833e-19
GTM,NAVAL,part_n_minor,4,0.39644003033108793
GTM,NAVAL,part_n_minor,5,-0.5582802805258319
HND,NAVAL,part_n_minor,0,2.4836976904625946e-35
HND,NAVAL,part_n_minor,1,2.39771369627773e-36
HND,NAVAL,part_n_minor,2,3.3429555585105745e-35
HND,NAVAL,part_n_minor,3,4.504565076994939e-19
HND,NAVAL,part_n_minor,4,0.0
HND,NAVAL,part_n_minor,5,1.23896181478726e-19
HRV,NAVAL,part_n_minor,0,0.15765283309421946
HRV,NAVAL,part_n_minor,1,0.06395721161674095
HRV,NAVAL,part_n_minor,2,0.023604703852273038
HRV,NAVAL,part_n_minor,3,0.2776283293805804
HRV,NAVAL,part_n_minor,4,-0.5633414710140879
HRV,NAVAL,part_n_minor,5,0.5271321809437002
IDN,NAVAL,part_n_minor,0,-0.07741381722009284
IDN,NAVAL,part_n_minor,1,0.1457372561758507
IDN,NAVAL,part_n_minor,2,-0.20450078617935927
IDN,NAVAL,part_n_minor,3,0.09023274595334527
IDN,NAVAL,part_n_minor,4,0.1434534203792528
IDN,NAVAL,part_n_minor,5,-0.009774291232711807
IND,NAVAL,part_n_minor,0,-0.15365307558019112
IND,NAVAL,part_n_minor,1,0.09041856377424735
IND,NAVAL,part_n_minor,2,-0.22227787834007398
IND,NAVAL,part_n_minor,3,0.31809333588288263
IND,NAVAL,part_n_minor,4,-0.14868520537509838
IND,NAVAL,part_n_minor,5,0.029132758666365832
IRL,NAVAL,part_n_minor,0,-0.0021532258850946403
IRL,NAVAL,part_n_minor,1,0.06193324982034012
IRL,NAVAL,part_n_minor,2,-0.0035691236346538113
IRL,NAVAL,part_n_minor,3,-0.1090211123511178
IRL,NAVAL,part_n_minor,4,-0.06382887814459559
IRL,NAVAL,part_n_minor,5,0.37948024504104344
IRN,NAVAL,part_n_minor,0,-0.1461496640562257
IRN,NAVAL,part_n_minor,1,0.05717348549104669
IRN,NAVAL,part_n_minor,2,-0.37927203364816764
IRN,NAVAL,part_n_minor,3,0.24740112709209555
IRN,NAVAL,part_n_minor,4,0.1167386654763229
IRN,NAVAL,part_n_minor,5,0.33060430299002863
IRQ,NAVAL,part_n_minor,0,-0.27111163165853175
IRQ,NAVAL,part_n_minor,1,0.29783904501841446
IRQ,NAVAL,part_n_minor,2,0.04625893811764224
IRQ,NAVAL,part_n_minor,3,0.05282609618858667
IRQ,NAVAL,part_n_minor,4,-0.2570502779438651
IRQ,NAVAL,part_n_minor,5,-0.13930848282417102
ISL,NAVAL,part_n_minor,0,0.35355339059327373
ISL,NAVAL,part_n_minor,1,-0.7071067811865475
ISL,NAVAL,part_n_minor,2,0.7071067811865475
ISL,NAVAL,part_n_minor,3,-0.35355339059327373
ISL,NAVAL,part_n_minor,4,0.0
ISL,NAVAL,part_n_minor,5,0.0
ISR,NAVAL,part_n_minor,0,0.03358285339887612
ISR,NAVAL,part_n_minor,1,0.11553888462163475
ISR,NAVAL,part_n_minor,2,-0.06443200686128076
ISR,NAVAL,part_n_minor,3,-0.07406483937027876
ISR,NAVAL,part_n_minor,4,0.0991330148957586
ISR,NAVAL,part_n_minor,5,-0.2451764570788601
ITA,NAVAL,part_n_minor,0,-0.3158154897535286
ITA,NAVAL,part_n_minor,1,0.04369175703360925
ITA,NAVAL,part_n_minor,2,0.06158007288423359
ITA,NAVAL,part_n_minor,3,0.0
ITA,NAVAL,part_n_minor,4,0.16685190280207646
ITA,NAVAL,part_n_minor,5,-0.3337038056041529
JOR,NAVAL,part_n_minor,0,-3.216334599684923e-19
JOR,NAVAL,part_n_minor,1,6.875588814649272e-19
JOR,NAVAL,part_n_minor,2,-4.0448018363624036e-19
JOR,NAVAL,part_n_minor,3,3.7965464779685507e-19
JOR,NAVAL,part_n_minor,4,2.5002847103455446e-19
JOR,NAVAL,part_n_minor,5,5.560135488607774e-21
JPN,NAVAL,part_n_minor,0,0.0384910923235114
JPN,NAVAL,part_n_minor,1,-0.09473905080695223
JPN,NAVAL,part_n_minor,2,0.10220336646125255
JPN,NAVAL,part_n_minor,3,-0.11961453696630098
JPN,NAVAL,part_n_minor,4,0.07097707979280456
JPN,NAVAL,part_n_minor,5,-0.0772445589593565
KAZ,NAVAL,part_n_minor,0,-0.05772313796177926
KAZ,NAVAL,part_n_minor,1,0.19680246949706753
KAZ,NAVAL,part_n_minor,2,-0.07535950030181839
KAZ,NAVAL,part_n_minor,3,-0.10780231298311829
KAZ,NAVAL,part_n_minor,4,-0.17968486848220677
KAZ,NAVAL,part_n_minor,5,0.2968156998600736
KEN,NAVAL,part_n_minor,0,-0.12904583442755052
KEN,NAVAL,part_n_minor,1,0.04928430953962127
KEN,NAVAL,part_n_minor,2,-0.14944742718773418
KEN,NAVAL,part_n_minor,3,0.13830636343200298
KEN,NAVAL,part_n_minor,4,0.10194535796158921
KEN,NAVAL,part_n_minor,5,0.05080505736988084
KHM,NAVAL,part_n_minor,0,5.186504182094571e-19
KHM,NAVAL,part_n_minor,1,-3.203965714805184e-19
KHM,NAVAL,part_n_minor,2,-2.281942330246111e-19
KHM,NAVAL,part_n_minor,3,-0.20439940230499687
KHM,NAVAL,part_n_minor,4,0.27325780803748745
KHM,NAVAL,part_n_minor,5,-0.40791812395014115
KOR,NAVAL,part_n_minor,0,-0.23709869467146963
KOR,NAVAL,part_n_minor,1,0.26686587980793197
KOR,NAVAL,part_n_minor,2,-0.27364320204138975
KOR,NAVAL,part_n_minor,3,0.010592678915543018
KOR,NAVAL,part_n_minor,4,0.08713765440865597
KOR,NAVAL,part_n_minor,5,-0.1609295829872044
KWT,NAVAL,part_n_minor,0,3.657494864979049e-35
KWT,NAVAL,part_n_minor,1,3.530874778158838e-36
KWT,NAVAL,part_n_minor,2,4.922838570916542e-35
KWT,NAVAL,part_n_minor,3,0.0
KWT,NAVAL,part_n_minor,4,-0.3509175713091193
KWT,NAVAL,part_n_minor,5,0.3509175713091194
LBN,NAVAL,part_n_minor,0,7.180394643503012e-19
LBN,NAVAL,part_n_minor,1,-0.26116887642113834
LBN,NAVAL,part_n_minor,2,0.32558956234670366
LBN,NAVAL,part_n_minor,3,0.3255895623467037
LBN,NAVAL,part_n_minor,4,-0.7616518104669958
LBN,NAVAL,part_n_minor,5,0.6511791246934074
LBR,NAVAL,part_n_minor,0,-0.1626591211195289
LBR,NAVAL,part_n_minor,1,0.41352752999528025
LBR,NAVAL,part_n_minor,2,-1.30631902871665e-19
LBR,NAVAL,part_n_minor,3,1.5374197632826577e-18
LBR,NAVAL,part_n_minor,4,-1.8428360676438567e-19
LBR,NAVAL,part_n_minor,5,-2.8375653433222595e-19
LBY,NAVAL,part_n_minor,0,-0.17681465251540568
LBY,NAVAL,part_n_minor,1,0.17681465251540565
LBY,NAVAL,part_n_minor,2,-4.046717639339409e-19
LBY,NAVAL,part_n_minor,3,-0.28024459381495964
LBY,NAVAL,part_n_minor,4,0.17681465251540565
LBY,NAVAL,part_n_minor,5,0.38367453511451377
LKA,NAVAL,part_n_minor,0,0.14042513148438113
LKA,NAVAL,part_n_minor,1,-0.16452970174631523
LKA,NAVAL,part_n_minor,2,0.027105616047898493
LKA,NAVAL,part_n_minor,3,0.18499777360015976
LKA,NAVAL,part_n_minor,4,-0.10499351204147431
LKA,NAVAL,part_n_minor,5,-0.2195111200475907
LTU,NAVAL,part_n_minor,0,0.17081798166331852
LTU,NAVAL,part_n_minor,1,0.0870561818976746
LTU,NAVAL,part_n_minor,2,-0.2952763164856524
LTU,NAVAL,part_n_minor,3,0.1537212525305359
LTU,NAVAL,part_n_minor,4,0.07840275543789699
LTU,NAVAL,part_n_minor,5,-0.03535501955337517
LVA,NAVAL,part_n_minor,0,-0.02306874839589569
LVA,NAVAL,part_n_minor,1,0.012919547937578612
LVA,NAVAL,part_n_minor,2,-0.10998873843738062
LVA,NAVAL,part_n_minor,3,0.0547630417949634
LVA,NAVAL,part_n_minor,4,0.14889231605463588
LVA,NAVAL,part_n_minor,5,-0.2441253965166004
MAR,NAVAL,part_n_minor,0,0.055592774860086125
MAR,NAVAL,part_n_minor,1,0.036018966602579916
MAR,NAVAL,part_n_minor,2,-0.24876452275223188
MAR,NAVAL,part_n_minor,3,0.3201682613119989
MAR,NAVAL,part_n_minor,4,0.055977602500988835
MAR,NAVAL,part_n_minor,5,-0.3917143148397802
MDG,NAVAL,part_n_minor,0,0.0
MDG,NAVAL,part_n_minor,1,0.0
MDG,NAVAL,part_n_minor,2,0.0
MDG,NAVAL,part_n_minor,3,0.0
MDG,NAVAL,part_n_minor,4,0.0
MDG,NAVAL,part_n_minor,5,0.0
MEX,NAVAL,part_n_minor,0,-0.18769936573512222
MEX,NAVAL,part_n_minor,1,0.13801183396716998
MEX,NAVAL,part_n_minor,2,-0.10720133636954977
MEX,NAVAL,part_n_minor,3,0.3397303720564122
MEX,NAVAL,part_n_minor,4,-0.1935325444042311
MEX,NAVAL,part_n_minor,5,-0.11832065010275428
MMR,NAVAL,part_n_minor,0,-0.06537388583181125
MMR,NAVAL,part_n_minor,1,-0.036767215045533014
MMR,NAVAL,part_n_minor,2,-0.03542627958475943
MMR,NAVAL,part_n_minor,3,-0.12392060216778002
MMR,NAVAL,part_n_minor,4,0.2593202069224016
MMR,NAVAL,part_n_minor,5,-0.06750363414016038
MOZ,NAVAL,part_n_minor,0,0.4851059375635711
MOZ,NAVAL,part_n_minor,1,-0.24733601928616328
MOZ,NAVAL,part_n_minor,2,-0.2601292213192767
MOZ,NAVAL,part_n_minor,3,0.4712117858847072
MOZ,NAVAL,part_n_minor,4,-0.17682401811861095
MOZ,NAVAL,part_n_minor,5,-0.04541750402566544
MRT,NAVAL,part_n_minor,0,-0.20693708403102862
MRT,NAVAL,part_n_minor,1,0.10620537173713084
MRT,NAVAL,part_n_minor,2,0.10275776836370001
MRT,NAVAL,part_n_minor,3,-0.19978653617832326
MRT,NAVAL,part_n_minor,4,0.22542920745358805
MRT,NAVAL,part_n_minor,5,-0.051630907443869854
MYS,NAVAL,part_n_minor,0,0.03187824496237061
MYS,NAVAL,part_n_minor,1,0.13798957502535122
MYS,NAVAL,part_n_minor,2,-0.09857365641880564
MYS,NAVAL,part_n_minor,3,-0.13581594035004757
MYS,NAVAL,part_n_minor,4,0.3557687903642693
MYS,NAVAL,part_n_minor,5,-0.11733458185757199
NAM,NAVAL,part_n_minor,0,0.0
NAM,NAVAL,part_n_minor,1,0.0
NAM,NAVAL,part_n_minor,2,0.0
NAM,NAVAL,part_n_minor,3,0.0
NAM,NAVAL,part_n_minor,4,0.0
NAM,NAVAL,part_n_minor,5,0.0
NGA,NAVAL,part_n_minor,0,0.1149710063617295
NGA,NAVAL,part_n_minor,1,-0.0627589034259014
NGA,NAVAL,part_n_minor,2,0.25763994693202835
NGA,NAVAL,part_n_minor,3,-0.2906229847746783
NGA,NAVAL,part_n_minor,4,0.2237039549640722
NGA,NAVAL,part_n_minor,5,-0.1624511043636797
NIC,NAVAL,part_n_minor,0,4.1296532746228856e-19
NIC,NAVAL,part_n_minor,1,-4.890601387918992e-19
NIC,NAVAL,part_n_minor,2,0.0
NIC,NAVAL,part_n_minor,3,0.0
NIC,NAVAL,part_n_minor,4,0.0
NIC,NAVAL,part_n_minor,5,6.828775489038186e-19
NLD,NAVAL,part_n_minor,0,0.3784052670561858
NLD,NAVAL,part_n_minor,1,-0.24045368766264102
NLD,NAVAL,part_n_minor,2,0.036838375623623694
NLD,NAVAL,part_n_minor,3,-0.005605219427133902
NLD,NAVAL,part_n_minor,4,-0.029692545542836617
NLD,NAVAL,part_n_minor,5,-0.06369242951299188
NOR,NAVAL,part_n_minor,0,-0.1797684818598398
NOR,NAVAL,part_n_minor,1,-0.22568840372416551
NOR,NAVAL,part_n_minor,2,0.40838323764380857
NOR,NAVAL,part_n_minor,3,-0.17564920024140798
NOR,NAVAL,part_n_minor,4,-0.0017926128039003415
NOR,NAVAL,part_n_minor,5,-0.005161707703595482
NZL,NAVAL,part_n_minor,0,-0.07862199553293309
NZL,NAVAL,part_n_minor,1,0.1580298213324689
NZL,NAVAL,part_n_minor,2,-0.18269158817568448
NZL,NAVAL,part_n_minor,3,-0.03409353448885169
NZL,NAVAL,part_n_minor,4,0.26332917327211075
NZL,NAVAL,part_n_minor,5,-0.20405507447630217
PAK,NAVAL,part_n_minor,0,0.16233909278069666
PAK,NAVAL,part_n_minor,1,0.06155524534478595
PAK,NAVAL,part_n_minor,2,-0.14926236780693494
PAK,NAVAL,part_n_minor,3,0.1789266822191581
PAK,NAVAL,part_n_minor,4,-0.2709010342449729
PAK,NAVAL,part_n_minor,5,0.16882322839671435
PER,NAVAL,part_n_minor,0,0.0618110881136931
PER,NAVAL,part_n_minor,1,-0.05300457750279177
PER,NAVAL,part_n_minor,2,0.16409342033596908
PER,NAVAL,part_n_minor,3,0.07983178518488032
PER,NAVAL,part_n_minor,4,0.02030817226511696
PER,NAVAL,part_n_minor,5,0.08941998644751761
PHL,NAVAL,part_n_minor,0,0.09798465122031136
PHL,NAVAL,part_n_minor,1,0.001586356047295096
PHL,NAVAL,part_n_minor,2,-0.20156526613372372
PHL,NAVAL,part_n_minor,3,0.30228328630919105
PHL,NAVAL,part_n_minor,4,-0.40340514920766996
PHL,NAVAL,part_n_minor,5,0.3830973881358864
PNG,NAVAL,part_n_minor,0,-0.28974226283738336
PNG,NAVAL,part_n_minor,1,0.17001841679690463
PNG,NAVAL,part_n_minor,2,-0.2180037318422448
PNG,NAVAL,part_n_minor,3,0.004238079565122842
PNG,NAVAL,part_n_minor,4,-0.012720475157298737
PNG,NAVAL,part_n_minor,5,-0.013152863760629569
POL,NAVAL,part_n_minor,0,0.12022403881932554
POL,NAVAL,part_n_minor,1,-0.04343025081039373
POL,NAVAL,part_n_minor,2,0.08765271065382217
POL,NAVAL,part_n_minor,3,0.09037926851274461
POL,NAVAL,part_n_minor,4,0.02525536556177402
POL,NAVAL,part_n_minor,5,0.15987991539693763
PRT,NAVAL,part_n_minor,0,2.725406717703247e-06
PRT,NAVAL,part_n_minor,1,0.11924807712304446
PRT,NAVAL,part_n_minor,2,-0.13589186815910956
PRT,NAVAL,part_n_minor,3,0.0807828081929439
PRT,NAVAL,part_n_minor,4,-0.19946884251382782
PRT,NAVAL,part_n_minor,5,0.09283572802763244
ROU,NAVAL,part_n_minor,0,0.17909556258168932
ROU,NAVAL,part_n_minor,1,-0.13116072236615983
ROU,NAVAL,part_n_minor,2,-0.04706231570652354
ROU,NAVAL,part_n_minor,3,0.10187163367919419
ROU,NAVAL,part_n_minor,4,-0.056649482502882875
ROU,NAVAL,part_n_minor,5,0.0477699169339285
RUS,NAVAL,part_n_minor,0,0.09129295875530427
RUS,NAVAL,part_n_minor,1,-0.09642168586011855
RUS,NAVAL,part_n_minor,2,0.10314233747201776
RUS,NAVAL,part_n_minor,3,0.11912192501963577
RUS,NAVAL,part_n_minor,4,0.12442375601343243
RUS,NAVAL,part_n_minor,5,-0.04404871406761998
SAU,NAVAL,part_n_minor,0,0.2592327224648164
SAU,NAVAL,part_n_minor,1,-0.05992259520833956
SAU,NAVAL,part_n_minor,2,0.17836004922728263
SAU,NAVAL,part_n_minor,3,0.20672489221979498
SAU,NAVAL,part_n_minor,4,-0.2846169056383688
SAU,NAVAL,part_n_minor,5,0.16543802774620428
SEN,NAVAL,part_n_minor,0,0.24850551304068186
SEN,NAVAL,part_n_minor,1,-0.4166961589232035
SEN,NAVAL,part_n_minor,2,0.23592597539565263
SEN,NAVAL,part_n_minor,3,0.048192414230190994
SEN,NAVAL,part_n_minor,4,0.07974433625541487
SEN,NAVAL,part_n_minor,5,-0.12928918692791358
SGP,NAVAL,part_n_minor,0,-0.1320365822055409
SGP,NAVAL,part_n_minor,1,0.1712858479373262
SGP,NAVAL,part_n_minor,2,0.44751322425578033
SGP,NAVAL,part_n_minor,3,-0.28430201636916413
SGP,NAVAL,part_n_minor,4,0.04446984115639619
SGP,NAVAL,part_n_minor,5,-0.10637324024496975
SLE,NAVAL,part_n_minor,0,0.17118633221423377
SLE,NAVAL,part_n_minor,1,0.020556937723016287
SLE,NAVAL,part_n_minor,2,-0.14600511614461645
SLE,NAVAL,part_n_minor,3,0.14600942313073711
SLE,NAVAL,part_n_minor,4,0.05179929382969666
SLE,NAVAL,part_n_minor,5,-0.12481047901532664
SLV,NAVAL,part_n_minor,0,0.0715110087717962
SLV,NAVAL,part_n_minor,1,-0.26986068069735264
SLV,NAVAL,part_n_minor,2,0.3243647576441155
SLV,NAVAL,part_n_minor,3,-0.15433328268721433
SLV,NAVAL,part_n_minor,4,-0.07520653057580004
SLV,NAVAL,part_n_minor,5,0.256410712623149
SVN,NAVAL,part_n_minor,0,0.0
SVN,NAVAL,part_n_minor,1,0.2508673825545163
SVN,NAVAL,part_n_minor,2,-0.5512960304036413
SVN,NAVAL,part_n_minor,3,0.6144970803661514
SVN,NAVAL,part_n_minor,4,-0.3072485401830757
SVN,NAVAL,part_n_minor,5,0.0
SWE,NAVAL,part_n_minor,0,0.1816241055149729
SWE,NAVAL,part_n_minor,1,-0.200299521187514
SWE,NAVAL,part_n_minor,2,-1.0531208874133311e-18
SWE,NAVAL,part_n_minor,3,-1.165561821279806e-18
SWE,NAVAL,part_n_minor,4,6.858237643324976e-19
SWE,NAVAL,part_n_minor,5,9.879406166036687e-20
SYR,NAVAL,part_n_minor,0,0.0
SYR,NAVAL,part_n_minor,1,-3.2060394256435567e-19
SYR,NAVAL,part_n_minor,2,-1.1516375682590295e-18
SYR,NAVAL,part_n_minor,3,1.0756578392910888e-18
SYR,NAVAL,part_n_minor,4,-1.1342204734715903e-18
SYR,NAVAL,part_n_minor,5,-0.27889106093996874
TGO,NAVAL,part_n_minor,0,-0.3389848487053883
TGO,NAVAL,part_n_minor,1,0.33902270605570867
TGO,NAVAL,part_n_minor,2,-0.33906287165406196
TGO,NAVAL,part_n_minor,3,0.1695527816241346
TGO,NAVAL,part_n_minor,4,0.07407553678326491
TGO,NAVAL,part_n_minor,5,-0.14817226619732357
THA,NAVAL,part_n_minor,0,-0.16880586413913495
THA,NAVAL,part_n_minor,1,-0.020840602199143854
THA,NAVAL,part_n_minor,2,0.18238880512063643
THA,NAVAL,part_n_minor,3,-0.1686418466804847
THA,NAVAL,part_n_minor,4,-0.010027142508008915
THA,NAVAL,part_n_minor,5,-0.14145568019393298
TKM,NAVAL,part_n_minor,0,-6.329703508948821e-20
TKM,NAVAL,part_n_minor,1,6.725653395216928e-19
TKM,NAVAL,part_n_minor,2,-0.4878985636948076
TKM,NAVAL,part_n_minor,3,0.5417373230281965
TKM,NAVAL,part_n_minor,4,-9.064514241746435e-20
TKM,NAVAL,part_n_minor,5,2.097030990248113e-21
TON,NAVAL,part_n_minor,0,-1.950643740134047e-19
TON,NAVAL,part_n_minor,1,2.7930159515250944e-19
TON,NAVAL,part_n_minor,2,1.0523284052400041e-19
TON,NAVAL,part_n_minor,3,-4.3532948184486465e-20
TON,NAVAL,part_n_minor,4,-7.260900624877178e-21
TON,NAVAL,part_n_minor,5,1.3492975129138994e-20
TTO,NAVAL,part_n_minor,0,0.0
TTO,NAVAL,part_n_minor,1,1.1193189795566175e-19
TUN,NAVAL,part_n_minor,0,0.04956042923529883
TUN,NAVAL,part_n_minor,1,-0.09912716516138509
TUN,NAVAL,part_n_minor,2,0.04956692769574731
TUN,NAVAL,part_n_minor,3,0.11347794976371496
TUN,NAVAL,part_n_minor,4,-0.22697322949376478
TUN,NAVAL,part_n_minor,5,0.3170784509894728
TUR,NAVAL,part_n_minor,0,-0.06092418610368545
